movieId,title,release_year,genres,synopsis,director,main_actors,country
1333,Bennys Video,1992,"Crime, Drama","A 14-year-old video enthusiast obsessed with violent films decides to make one of his own and show it to his parents, with tragic results.",Michael Haneke,"Arno Frisch,Angela Winkler,Ulrich Muhe",Austria
1334,A Mighty Heart,2007,"Drama, Thriller, History","Based on Mariane Pearls account of the terrifying and unforgettable story of her husband, Wall Street Journal reporter Danny Pearls life and death.",Michael Winterbottom,"Angelina Jolie,Dan Futterman,Irrfan Khan",United Kingdom
1335,My Blueberry Nights,2007,"Drama, Romance","Elizabeth has just been through a particularly nasty breakup, and now shes ready to leave her friends and memories behind as she chases her dreams across the country. In order to support herself on her journey, Elizabeth picks up a series of waitress jobs along the way. As Elizabeth crosses paths with a series of lost souls whose yearnings are even greater than her own, their emotional turmoil ultimately helps her gain a greater understanding of her own problems...",Wong Kar-wai,"Norah Jones,Jude Law,David Strathairn",Hong Kong
1336,Paranoid Park,2007,"Drama, Crime, Mystery",A teenage skateboarder becomes suspected of being connected with a security guard who suffered a brutal death in a skate park called Paranoid Park.,Gus Van Sant,"Gabe Nevins,Dan Liu,Jake Miller",France
1337,Death Proof,2007,"Action, Thriller","Austins hottest DJ, Jungle Julia, sets out into the night to unwind with her two friends Shanna and Arlene. Covertly tracking their moves is Stuntman Mike, a scarred rebel leering from behind the wheel of his muscle car, revving just feet away.",Quentin Tarantino,"Kurt Russell,Zoe Bell,Rosario Dawson",United States of America
1338,Planet Terror,2007,"Horror, Action, Thriller","Two doctors find their graveyard shift inundated with townspeople ravaged by sores. Among the wounded is Cherry Darling, a dancer whose leg was ripped from her body. As the invalids quickly become enraged aggressors, Cherry and her ex-boyfriend El Wray lead a team of accidental warriors into the night.",Robert Rodriguez,"Rose McGowan,Freddy Rodriguez,Marley Shelton",United States of America
1339,Golden Door,2006,"History, Drama, Romance","The story is set at the beginning of the 20th century in Sicily. Salvatore, a very poor farmer, and a widower, decides to emigrate to the US with all his family, including his old mother. Before they embark, they meet Lucy. She is supposed to be a British lady and wants to come back to the States. Lucy, or Luce as Salvatore calls her, for unknown reasons wants to marry someone before to arrive to Ellis Island in New York. Salvatore accepts the proposal. Once they arrive in Ellis Island they spend the quarantine period trying to pass the examinations to be admitted to the States. Tests are not so simple for poor farmers coming from Sicily. Their destiny is in the hands of the custom officers.",Emanuele Crialese,"Charlotte Gainsbourg,Vincenzo Amato,Aurora Quattrocchi",France
1340,We,2003,"Comedy, Drama","A summer trip to Berlin offers a fleeting glimpse into the lives of the countrys youth in this vibrant, character-driven drama from director Martin Gypkens. When twentysomething Florian arrives in town to pay a visit to long-lost pal Pit, the duo quickly reminisce before heading out to a party. Soon meeting up with many of Pits acquaintances, the film follows various intersecting lives as they are woven to create an intricate, microcosmic look at lifes ups and downs as seen through the eyes of Germanys youth.",Martin Gypkens,"Jannek Petri,Karina Plachetka,Lars Lollmann",Germany
1341,Lara Croft Tomb Raider,2001,"Adventure, Fantasy, Action, Thriller","Orphaned heiress, English aristocrat and intrepid archaeologist, Lara Croft, embarks on a dangerous quest to retrieve the two halves of an ancient artifact which controls time before it falls into the wrong hands. As an extremely rare planetary alignment is about to occur for the first time in 5,000 years, the fearless tomb raider will have to team up with rival adventurers and sworn enemies to collect the pieces, while time is running out. But, in the end, who can harness the archaic talismans unlimited power",Simon West,"Angelina Jolie,Iain Glen,Daniel Craig",Germany
1342,Lara Croft Tomb Raider - The Cradle of Life,2003,"Action, Adventure, Fantasy, Thriller","Off the coast of the volcanic island of Santorini, the intrepid archaeologist Lara Croft makes the unexpected discovery of a pulsating golden orb able to guide its holder to the mythical Pandoras Box. As the legendary artifact contains ancient mysteries of unfathomable power - said to contain one of the deadliest plagues on Earth, Lara is tasked by MI6 to make sure it doesnt fall into the wrong hands. With the aid of former Marine turned mercenary Terry Sheridan, she travels the world in pursuit of the precious item in a race against time she must beat the unscrupulous Nobel Prize-winning scientist turned bioterrorist, Jonathan Reiss, to it.",Jan de Bont,"Angelina Jolie,Gerard Butler,Ciaran Hinds",Germany
1343,Two Brothers,2004,"Adventure, Drama, Family","Two tigers are separated as cubs and taken into captivity, only to be reunited years later as enemies by an explorer Pearce who inadvertently forces them to fight each other.",Jean-Jacques Annaud,"Guy Pearce,Jean-Claude Dreyfus,Freddie Highmore",France
1344,Holy Lola,2004,Drama,"The story of a young couple, Pierre and Geraldine, and their desire for a child, which leads them on a journey of initiation to Cambodia.  On their difficult and transformative adventure, they must contend with obstructive authorities and the jealousies and mistrust of a small community of would-be adoptive parents.",Bertrand Tavernier,"Isabelle Carre,Jacques Gamblin,Frederic Pierrot",France
1345,In the Bedroom,2001,"Drama, Thriller","Summertime on the coast of Maine, In the Bedroom centers on the inner dynamics of a family in transition. Matt Fowler is a doctor practicing in his native Maine and is married to New York born Ruth Fowler, a music teacher. His son is involved in a love affair with a local single mother. As the beauty of Maines brief and fleeting summer comes to an end, these characters find themselves in the midst of unimaginable tragedy.",Todd Field,"Tom Wilkinson,Sissy Spacek,Nick Stahl",United States of America
1346,"Aguirre, the Wrath of God",1972,"History, Adventure, Drama","A few decades after the destruction of the Inca Empire, a Spanish expedition led by the infamous Aguirre leaves the mountains of Peru and goes down the Amazon River in search of the lost city of El Dorado. When great difficulties arise, Aguirres men start to wonder whether their quest will lead them to prosperity or certain death.",Werner Herzog,"Klaus Kinski,Helena Rojo,Del Negro",Germany
1347,We Own the Night,2007,"Drama, Crime, Thriller",A New York nightclub manager tries to save his brother and father from Russian mafia hitmen.,James Gray,"Joaquin Phoenix,Mark Wahlberg,Eva Mendes",United States of America
1348,The Last Mistress,2007,"Drama, Romance","Secrets, rumors and betrayals surround the upcoming marriage between a young dissolute man and virtuous woman of the French aristocracy.",Catherine Breillat,"Asia Argento,Fuad Ait Aattou,Roxane Mesquida",France
1349,Anatomy of Hell,2004,Drama,A woman employs a gay man to spend four nights at her house to watch her when shes unwatchable.,Catherine Breillat,"Amira Casar,Rocco Siffredi,Alexandre Belin",France
1350,Kebab Connection,2004,"Comedy, Action, Romance","In Hamburg, Ibrahim Ibo Secmez, of Turkish descent, wants to direct the first German kung-fu movie. For now, he makes commercials for his uncles kebab restaurant. Titzie, an aspiring actress and Ibos German girlfriend, finds shes pregnant. Ibo is uncertain about fatherhood - compounded by his fathers disowning him for getting a German girl pregnant - so Titzie sends him packing. He makes attempts at getting it right, but as the birth approaches, hes still not ready. In the background are three thugs in search of good tripe soup and a Capulet-Montegue feud between the kebab joint and a Greek taverna across the street. Can Ibo be the glove upon that hand",Anno Saul,"Emanuel Bettencourt,Denis Moschitto,Nora Tschirner",Germany
1351,Sister Act,1992,"Music, Comedy","A Reno singer witnesses a mob murder and the cops stash her in a nunnery to protect her from the mobs hitmen. The mother superior does not trust her, and takes steps to limit her influence on the other nuns. Eventually the singer rescues the failing choir and begins helping with community projects, which gets her an interview on TVand identification by the mob.",Emile Ardolino,"Whoopi Goldberg,Maggie Smith,Kathy Najimy",United States of America
1352,"Bell, Book and Candle",1958,"Comedy, Fantasy, Romance","A modern-day witch likes her neighbor but despises his fiancee, so she enchants him to love her instead... only to fall in love with him for real.",Richard Quine,"James Stewart,Kim Novak,Jack Lemmon",United States of America
1353,Lorenzos Oil,1992,Drama,Augusto and Michaela Odone are dealt a cruel blow by fate when their five-year-old son Lorenzo is diagnosed with a rare and incurable disease. But the Odones persistence and faith leads to an unorthodox cure which saves their boy and re-writes medical history.,George Miller,"Nick Nolte,Susan Sarandon,Peter Ustinov",Australia
1354,The Promise,2005,"Fantasy, Drama, Action, Thriller, Romance","An orphaned girl, driven by poverty at such a young age, makes a promise with an enchantress. In return for beauty and the admiration of every man, she will never be with the man she loves. This spell cannot be broken unless the impossible happens snow falling in spring and the dead coming back to life. Now a grown and beautiful princess, she regrets her promise, for all of the men shes loved has always been met with tragedy.",Chen Kaige,"Cecilia Cheung,Liu Ye,Chen Hong",China
1355,"4 Months, 3 Weeks and 2 Days",2007,Drama,Two college roommates have 24 hours to make the ultimate choice as they finalize arrangements for a black market abortion.,Cristian Mungiu,"Anamaria Marinca,Laura Vasiliu,Vlad Ivanov",Belgium
1356,The Mourning Forest,2007,Drama,"A young woman working at a retirement home takes an elderly man living there on an excursion into the countryside, but the two wind up stranded in the titular forest.",Naomi Kawase,"Machiko Ono,Shigeki Uda,Makiko Watanabe",France
